,ResponseId,device_use,Q20,actual_use,4_Q1,Tablet_Q1_feat1,Tablet_Q1_feat2,Tablet_Q1_feat3,Tablet_Q1_feat4,Tablet_Q1_feat5,Tablet_Q1_feat7,4_Q2,Tablet_Q2_feat1,Tablet_Q2_feat2,Tablet_Q2_feat3,Tablet_Q2_feat5,4_Q3,Tablet_Q3_feat1,Tablet_Q3_feat2,Tablet_Q3_feat3,Tablet_Q3_feat4,Tablet_Q3_feat6,4_Q4,Tablet_Q4_feat1,Tablet_Q4_feat3,4_Q5,Tablet_Q5_feat1,Tablet_Q5_feat2,Tablet_Q5_feat3,Tablet_Q5_feat4,Tablet_Q5_feat6,4_Q6,Tablet_Q6_feat1,Tablet_Q6_feat2,Tablet_Q6_feat3,Tablet_Q6_feat4,4_Q7,Tablet_Q7_feat1,Tablet_Q7_feat2,Tablet_Q7_feat3,Tablet_Q7_feat5,4_Q8,Tablet_Q8_feat1,Tablet_Q8_feat2,Tablet_Q8_feat3,Tablet_Q8_feat5,4_Q9,Tablet_Q9_feat1,Tablet_Q9_feat2,Tablet_Q9_feat3,Tablet_Q9_feat4,Tablet_Q9_feat6,4_Q10,Tablet_Q10_feat1,Tablet_Q10_feat2,Tablet_Q10_feat3,Tablet_Q10_feat4,Tablet_Q10_feat6,Tablet_Q10_feat7,4_Q11,Tablet_Q11_feat1,Tablet_Q11_feat2,Tablet_Q11_feat3,Tablet_Q11_feat5,4_Q12,Tablet_Q12_feat1,Tablet_Q12_feat2,Tablet_Q12_feat3,Tablet_Q12_feat5,4_Q13,Tablet_Q13_feat1,Tablet_Q13_feat2,Tablet_Q13_feat4
588,R_3ixnJbAx4jHSykK,"1,2,3,4","1,2,4",1,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
589,R_1DGzWVj0A4jXeOM,"1,2,4,5","1,4",1,2,0,1,0,0,0,0,5,0,0,0,1,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,2,0,1,0,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
592,R_2urLEwivmNngGnF,"1,2,4","1,2",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
595,R_doPqKDyTKgn6GHf,"1,2,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
596,R_T1PehOHYfcKtVpT,"1,2,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
597,R_dhGoB4a6jzV27Pb,"1,2,3,4,5","1,3,4,5",1,"1,2,3",1,1,1,0,0,0,1,1,0,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,"1,3",1,0,1,0,2,0,1,0,0,1,1,0,0,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,4,0,0,1
598,R_XvuFmCyJrflh4Wt,"1,2,3,4,5,6","1,2,3,4,5,6",1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
599,R_3IQwsPz8TW9aa8N,"1,2,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
600,R_125skFl6yyPkVXA,"1,2,3,4,5,6","1,4",1,3,0,0,1,0,0,0,1,1,0,0,0,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,"2,3",0,1,1,0,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
601,R_2QhUZ8MeTLsVLqp,"1,2,3,4,5","1,2,4",1,2,0,1,0,0,0,0,5,0,0,0,1,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,3,0,0,1,0,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,"1,2",1,1,0
602,R_STf9iRf9E15tyJH,"1,2,3,4,5,6","1,3,4,6",1,3,0,0,1,0,0,0,5,0,0,0,1,"1,3",1,0,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
603,R_1BVGDQ7Vd1XWXls,"1,2,3,4,6","1,2,3,4",1,"2,3",0,1,1,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,"2,3",0,1,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
604,R_3nu6jRiMhhp07Yx,"1,2,3,4,5","1,4",1,7,0,0,0,0,0,1,1,1,0,0,0,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
605,R_2OHMekXi6vKBmKk,"1,2,3,4,6","1,4,6",1,7,0,0,0,0,0,1,3,0,0,1,0,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
606,R_3O9tniQJRV54noT,"1,2,3,4,5","1,2,4",1,2,0,1,0,0,0,0,5,0,0,0,1,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
607,R_11bTZI2VgbgqhVj,"1,2,3,4,6","1,3,4",1,2,0,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,5,0,0,0,1,5,0,0,0,1,4,0,0,1
608,R_1P6HJ1vLKhvFdqP,"1,2,4,6","1,4,6",1,7,0,0,0,0,0,1,5,0,0,0,1,"1,2,3,4",1,1,1,1,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,1,1,0,0
610,R_3hEDDs2WtbUCDRB,"1,2,3,4,5,6","1,3,4,5,6",1,"1,2,3",1,1,1,0,0,0,1,1,0,0,0,6,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,"1,2,3",1,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
611,R_1NytI6yNmYD0wr7,"1,2,3,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
612,R_247U5wfc8r6ReXL,"1,3,4,5",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
613,R_yR4FHcarB2dRY7n,"1,2,3,4,6","1,3,4",1,3,0,0,1,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,"2,3",0,1,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
614,R_bg9XajRi9KbKT3b,"1,2,3,4","1,4",1,7,0,0,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,0,1,5,0,0,0,1,5,0,0,0,1,4,0,0,1
616,R_1kH0mdQ6ixsxXsJ,"1,2,3,4,5,6","1,4",1,"2,3",0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,"1,3",1,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,1,1,0,0
617,R_3s5nganTEqELjlC,"1,2,3,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
618,R_rp52zrfNM99u717,"1,2,3,4,5","1,2,4",1,"2,3",0,1,1,0,0,0,1,1,0,0,0,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
619,R_294SGSTouXD4yAM,"1,2,3,4,5,6","1,4",1,2,0,1,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,4,0,0,0,1,2,0,1,0,0,5,0,0,0,1,"1,3",1,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
620,R_2xYnJC0jmtgaiM9,"1,2,4","2,4",1,2,0,1,0,0,0,0,5,0,0,0,1,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"2,3",0,1,1,0,5,0,0,0,1,"1,3",1,0,1,0,0,"2,3",0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,"1,2",1,1,0
621,R_UcBU8bEeMy2IQNP,"1,2,3,4","1,4",1,"2,3",0,1,1,0,0,0,3,0,0,1,0,6,0,0,0,0,1,1,1,0,1,1,0,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,"1,3",1,0,1,0,4,0,0,1
622,R_3EZohN022rUWH7S,"1,2,3,4,5,6","4,6",1,"2,3",0,1,1,0,0,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,1,1,0,0
623,R_278nFnxLDHjq9hA,"1,2,3,4,5,6","2,6",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
624,R_2Vev19WKRu5kuKc,"1,2,3,4,5,6",4,1,2,0,1,0,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,"2,3",0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,4,0,0,1
625,R_Wlhc9RJZO0bhwnD,"1,2,4,5",5,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
626,R_DM1zi39LkOW4K7T,"1,2,4,5","1,2,4",1,"2,5",0,1,0,0,1,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,2,0,1,0,0,0,"1,2",1,1,0,0,3,0,0,1,0,"2,3",0,1,1,0,"2,3",0,1,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,"1,2,3",1,1,1,0,2,0,1,0
629,R_5sYrGIw5kwKlePn,"1,2,3,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
630,R_1r9CMebQAJr66tA,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
631,R_2wGruIFjdnd7Ohv,"2,3,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
632,R_2TmxxIfSclzaC6g,"1,2,3,4,5","1,2,4",1,2,0,1,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
633,R_0NVOrOxkb1IzJ9T,"1,2,3,4,5","1,3,4,5",1,"1,2",1,1,0,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,2,0,1,0,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,"1,2",1,1,0
634,R_2rBLMQs6njc1Zxg,"1,2,3,4,5","1,3,4,5",1,"1,2",1,1,0,0,0,0,1,1,0,0,0,"1,2",1,1,0,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,2,0,1,0,0,0,"2,3",0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,4,0,0,1
635,R_5pdEsxGdCC3E2K5,"1,2,3,4,5","2,4,5",1,2,0,1,0,0,0,0,5,0,0,0,1,"1,2",1,1,0,0,0,3,0,1,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
636,R_XGoRY34DPF3q3o5,"1,2,4,5,6","1,2,4",1,7,0,0,0,0,0,1,1,1,0,0,0,"1,3",1,0,1,0,0,3,0,1,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,"2,3",0,1,1,0,2,0,1,0,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
637,R_UuUCTPlOWj25okh,"1,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
638,R_1OoCZ6H9XEcBHwV,"1,2,3,4,5,6","1,2,3,4",1,"1,2,3,4,5",1,1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3,4",1,1,1,1,0,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0
639,R_1MMUJuXklBe04H7,"1,2,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
640,R_1KjqZLM5hDfhUkq,"1,2,3,4,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
641,R_2rMVLYauHUHZeEt,"1,2,3,4","1,2,4",1,"2,3",0,1,1,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,0,"1,2",1,1,0,0,"2,3",0,1,1,0,"1,2",1,1,0,0,0,"2,3",0,1,1,0,0,0,"2,3",0,1,1,0,5,0,0,0,1,4,0,0,1
642,R_2CWiGtpfHkWD9JO,"1,2,3,4,5","2,4,5",1,7,0,0,0,0,0,1,5,0,0,0,1,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,"2,3",0,1,1,0,0,"2,3",0,1,1,0,0,0,"2,3",0,1,1,0,5,0,0,0,1,4,0,0,1
643,R_3KUwTv2JYAsiSy7,"1,2,3,4,6","1,3,4",1,"2,3,4",0,1,1,1,0,0,5,0,0,0,1,"2,3",0,1,1,0,0,3,0,1,1,1,0,0,0,0,"1,3",1,0,1,0,3,0,0,1,0,"2,3",0,1,1,0,"2,3",0,1,1,0,0,3,0,0,1,0,0,0,"1,2,3",1,1,1,0,1,1,0,0,0,4,0,0,1
644,R_O9I3L67BUtFA8Vz,"1,2,3,4,5",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
645,R_217mKc7iXsVaAzc,"1,2,3,4,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
647,R_xbljUiBYSU4uphf,"1,2,3,4,6","1,2,3,4",1,"2,3",0,1,1,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,"1,2",1,1,0,0,2,0,1,0,0,"2,3",0,1,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,4,0,0,1
648,R_scmhPmfOhAx6ZAl,"1,2,3,4,6","1,4",1,3,0,0,1,0,0,0,1,1,0,0,0,"1,2",1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,"1,2",1,1,0,0,0,"2,3",0,1,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
649,R_25zTvGCDTTtj2E4,"1,2,4,5",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
650,R_3p4gAyVzMqkYgDi,"1,2,3,4,5,6","2,4",1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
651,R_3O0tG5RxBkJvr9C,"1,2,3,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
652,R_339YRltH7xZmPbG,"2,3,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
653,R_1GvIRn0e9gtLhQG,"1,2,3,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
654,R_2wuFZXEfitlnbo5,"1,2,3,4,5,6","2,5,6",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
655,R_3lE29cICSCba4ai,"1,2,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
656,R_2CQa5LQR7MvTvdF,"1,2,4,5,6","1,4,5",1,"2,3",0,1,1,0,0,0,5,0,0,0,1,"1,3",1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,"1,2,3",1,1,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,3,0,0,1,0,"1,2",1,1,0
657,R_27KJ2GND73PovgA,"1,2,3,4,6","1,2,4",1,"2,3",0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,4,0,0,1
658,R_3dFCuDc9tAN3QgW,"1,2,3,4,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
659,R_3noTAW5eh677p1i,"1,2,3,4,5,6","1,3,4,5,6",1,2,0,1,0,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,"1,2",1,1,0
660,R_2YyNcCSKnzRRCfi,"1,2,3,4,5,6","2,4",1,2,0,1,0,0,0,0,5,0,0,0,1,6,0,0,0,0,1,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
661,R_3flsnyESWhlTFjl,"1,2,3,4,5","1,3,4,5",1,2,0,1,0,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
662,R_revhnnpGznuvPZ7,"1,2,3,4,5","1,2,4",1,"2,3",0,1,1,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,"1,3",1,0,1,0,0,"2,3",0,1,1,0,0,0,2,0,1,0,0,2,0,1,0,0,4,0,0,1
663,R_3oRUYAY1CIxhlgV,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
664,R_phe0N8FgJAkr0C5,"1,2,4","1,4",1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,"1,2",1,1,0,0,2,0,1,0,0,2,0,1,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,4,0,0,0,0,1,1,0,0
665,R_1DYyG1YHV7dS4AN,"2,3,4",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
