,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
286,Relationship_1:Desktop_Computer_Q5_feat3,5.085106382978724,Relationship_1,Desktop_Computer_Q5_feat3,What level of accuracy does your Desktop_Computer provide when executing the task?,"The device makes some errors, but it tries to correct itself by learning from my previous actions or more interactions with me.  ",Scenario relation,alone
184,Relationship_3:Desktop_Computer_Q3_feat4,5.085106382978724,Relationship_3,Desktop_Computer_Q3_feat4,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,I can hear any task related information as an audio response from the device  ,Scenario relation,weak ties
181,Relationship_3:Desktop_Computer_Q2_feat2,5.085106382978724,Relationship_3,Desktop_Computer_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",I use/view another application using voice-based input ,Scenario relation,weak ties
264,Relationship_1:Desktop_Computer_Q4_feat1,5.085106382978724,Relationship_1,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   ,Scenario relation,alone
86,location_1:Desktop_Computer_Q10_feat7,5.085106382978724,location_1,Desktop_Computer_Q10_feat7,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  ,Scenario location,Home
293,Relationship_1:Desktop_Computer_Q2_feat2,5.085106382978724,Relationship_1,Desktop_Computer_Q2_feat2,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",I use/view another application using voice-based input ,Scenario relation,alone
609,location_3:Desktop_Computer_Q8_feat3,5.085106382978724,location_3,Desktop_Computer_Q8_feat3,What level of personalized communication does your Desktop_Computer provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario location,"Public (park, street etc)"
645,location_3:Desktop_Computer_Q10_feat6,5.085106382978724,location_3,Desktop_Computer_Q10_feat6,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. ",Scenario location,"Public (park, street etc)"
200,Relationship_3:Desktop_Computer_Q9_feat4,5.085106382978724,Relationship_3,Desktop_Computer_Q9_feat4,How does your Desktop_Computer help you understand the features that you use to perform this task,Through a voice assistant that helps me to understand how to use its features to perform the task ,Scenario relation,weak ties
648,location_3:Desktop_Computer_Q9_feat4,5.085106382978724,location_3,Desktop_Computer_Q9_feat4,How does your Desktop_Computer help you understand the features that you use to perform this task,Through a voice assistant that helps me to understand how to use its features to perform the task ,Scenario location,"Public (park, street etc)"
176,Relationship_3:Desktop_Computer_Q1_feat1,5.085106382978724,Relationship_3,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  ,Scenario relation,weak ties
309,Relationship_1:Desktop_Computer_Q10_feat6,5.085106382978724,Relationship_1,Desktop_Computer_Q10_feat6,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. ",Scenario relation,alone
310,Relationship_1:Desktop_Computer_Q10_feat7,5.085106382978724,Relationship_1,Desktop_Computer_Q10_feat7,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  ,Scenario relation,alone
588,location_3:Desktop_Computer_Q6_feat3,5.085106382978724,location_3,Desktop_Computer_Q6_feat3,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me for input and validation throughout the entire execution of task.,Scenario location,"Public (park, street etc)"
88,location_1:Desktop_Computer_Q9_feat4,5.085106382978724,location_1,Desktop_Computer_Q9_feat4,How does your Desktop_Computer help you understand the features that you use to perform this task,Through a voice assistant that helps me to understand how to use its features to perform the task ,Scenario location,Home
312,Relationship_1:Desktop_Computer_Q9_feat4,5.085106382978724,Relationship_1,Desktop_Computer_Q9_feat4,How does your Desktop_Computer help you understand the features that you use to perform this task,Through a voice assistant that helps me to understand how to use its features to perform the task ,Scenario relation,alone
649,location_3:Desktop_Computer_Q5_feat6,5.085106382978724,location_3,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
87,location_1:Desktop_Computer_Q3_feat6,5.085106382978724,location_1,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  ,Scenario location,Home
161,Relationship_3:Desktop_Computer_Q8_feat3,5.085106382978724,Relationship_3,Desktop_Computer_Q8_feat3,What level of personalized communication does your Desktop_Computer provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario relation,weak ties
613,location_3:Desktop_Computer_Q11_feat3,5.085106382978724,location_3,Desktop_Computer_Q11_feat3,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  ,Scenario location,"Public (park, street etc)"
624,location_3:Desktop_Computer_Q1_feat1,5.085106382978724,location_3,Desktop_Computer_Q1_feat1,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Voice-based interaction  ,Scenario location,"Public (park, street etc)"
623,location_3:Desktop_Computer_Q1_feat3,5.085106382978724,location_3,Desktop_Computer_Q1_feat3,Which of the following type of interactions do you use while executing a command on Desktop_Computer,Text-based interaction with a digital pen/Stylus  ,Scenario location,"Public (park, street etc)"
199,Relationship_3:Desktop_Computer_Q3_feat6,5.085106382978724,Relationship_3,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  ,Scenario relation,weak ties
491,location_2:Q12_feat5,5.079649488355979,location_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
617,location_3:Q13_feat1,5.0757911245551215,location_3,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  ",Scenario location,"Public (park, street etc)"
90,location_1:Q12_feat3,5.020226119469421,location_1,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  ,Scenario location,Home
482,location_2:Q3_feat3,5.0029186961885275,location_2,Q3_feat3,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
598,location_3:Q11_feat1,5.001638030802101,location_3,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  ",Scenario location,"Public (park, street etc)"
489,location_2:Q9_feat3,5.001638030802101,location_2,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
641,location_3:Q7_feat3,4.888463554803803,location_3,Q7_feat3,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,I should be able to control how device executes a task  ,Scenario location,"Public (park, street etc)"
601,location_3:Q9_feat3,4.559815583611167,location_3,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Public (park, street etc)"
651,location_3:Q2_feat5,4.528086886851242,location_3,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario location,"Public (park, street etc)"
642,location_3:Q7_feat2,4.528086886851242,location_3,Q7_feat2,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))",Scenario location,"Public (park, street etc)"
596,location_3:Q8_feat5,4.5070564146605845,location_3,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device,Scenario location,"Public (park, street etc)"
478,location_2:Q5_feat1,4.494002188398332,location_2,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
652,location_3:Q1_feat1,4.166304214198812,location_3,Q1_feat1,Which of the following type of interactions would you like to use to perform this task?,Voice-based interaction  ,Scenario location,"Public (park, street etc)"
597,location_3:Q3_feat2,4.004003035849276,location_3,Q3_feat2,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should provide few and simple steps to complete the task.,Scenario location,"Public (park, street etc)"
616,location_3:Q13_feat4,3.986566149824233,location_3,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.,Scenario location,"Public (park, street etc)"
484,location_2:Q8_feat5,3.937824325216887,location_2,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device,Scenario location,"Semi private places (resturants, coffee shop etc)"
602,location_3:Q7_feat5,3.80767381821419,location_3,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  ,Scenario location,"Public (park, street etc)"
644,location_3:Q1_feat5,3.80767381821419,location_3,Q1_feat5,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using virtual/digital keyboard on a screen ,Scenario location,"Public (park, street etc)"
643,location_3:Q3_feat1,3.793532903235183,location_3,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  ,Scenario location,"Public (park, street etc)"
539,location_2:Q2_feat5,3.7490014540490817,location_2,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario location,"Semi private places (resturants, coffee shop etc)"
650,location_3:Q12_feat3,3.7490014540490817,location_3,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  ,Scenario location,"Public (park, street etc)"
595,location_3:Q9_feat1,3.629692275735185,location_3,Q9_feat1,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A tooltip that explains the functionality of a widget on the device  ,Scenario location,"Public (park, street etc)"
523,location_2:Q13_feat2,3.624744057687173,location_2,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
507,location_2:Q6_feat1,3.624744057687173,location_2,Q6_feat1,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
315,Relationship_1:Q2_feat5,3.4526934267922997,Relationship_1,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario relation,alone
607,location_3:Q2_feat1,3.4526934267922997,location_3,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario location,"Public (park, street etc)"
137,Relationship_3:Q4_feat3,3.4236459374000563,Relationship_3,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task,Scenario relation,weak ties
634,location_3:Q6_feat4,3.343096234309624,location_3,Q6_feat4,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,When a device gives an option of providing or changing any task related information is not relevant while performing this task  ,Scenario location,"Public (park, street etc)"
486,location_2:Q11_feat1,3.3121810877530624,location_2,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
627,location_3:Q12_feat1,3.3121810877530624,location_3,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Public (park, street etc)"
515,location_2:Q12_feat1,3.290800784954268,location_2,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
143,Relationship_3:Q10_feat3,3.2061782248731423,Relationship_3,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario relation,weak ties
653,location_3:Q8_feat3,3.186012773211206,location_3,Q8_feat3,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Based on my current activities and surroundings device(s) should recommend  additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task) ",Scenario location,"Public (park, street etc)"
361,Relationship_2:Q4_feat3,3.1850908038814216,Relationship_2,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task,Scenario relation,strong ties
192,Relationship_3:Q12_feat2,3.1735862847718437,Relationship_3,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  ,Scenario relation,weak ties
490,location_2:Q7_feat5,3.1258078874744064,location_2,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
504,location_2:Q13_feat4,3.1019713740269244,location_2,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
503,location_2:Q10_feat2,2.9622540728211515,location_2,Q10_feat2,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through audio/voice based notifications/responses   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
626,location_3:Q2_feat3,2.814282916407016,location_3,Q2_feat3,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",The modality of input (text- or voice-based) does not matter as long as I am able to use another application  ,Scenario location,"Public (park, street etc)"
638,location_3:Q6_feat3,2.8002397421219456,location_3,Q6_feat3,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should give me option of providing or changing any information through the entire execution of the task.  ,Scenario location,"Public (park, street etc)"
625,location_3:Q9_feat2,2.8002397421219456,location_3,Q9_feat2,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,An interactive help/search menu that can answer my questions about the features of the device as I use them   ,Scenario location,"Public (park, street etc)"
619,location_3:Q6_feat1,2.8002397421219456,location_3,Q6_feat1,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  ,Scenario location,"Public (park, street etc)"
505,location_2:Q13_feat1,2.8002397421219456,location_2,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
495,location_2:Q2_feat1,2.8002397421219456,location_2,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
412,Relationship_2:Q4_feat1,2.7284865621150898,Relationship_2,Q4_feat1,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   ,Scenario relation,strong ties
94,location_1:Q9_feat6,2.5852844298050397,location_1,Q9_feat6,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,The level of assistance provided by a  device to help me understand its features while I am executing this task does not matter. ,Scenario location,Home
485,location_2:Q3_feat2,2.5780198123140865,location_2,Q3_feat2,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should provide few and simple steps to complete the task.,Scenario location,"Semi private places (resturants, coffee shop etc)"
95,location_1:Q5_feat3,2.557664915872875,location_1,Q5_feat3,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors, but it should try to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,Home
96,location_1:Q8_feat1,2.4956230155197487,location_1,Q8_feat1,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Device(s) should be able to communicate with me through informal/human-like responses or notifications  ,Scenario location,Home
148,Relationship_3:Q8_feat5,2.494163729766812,Relationship_3,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device,Scenario relation,weak ties
513,location_2:Q9_feat2,2.4812801132551523,location_2,Q9_feat2,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,An interactive help/search menu that can answer my questions about the features of the device as I use them   ,Scenario location,"Semi private places (resturants, coffee shop etc)"
635,location_3:Q13_feat2,2.4812801132551523,location_3,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario location,"Public (park, street etc)"
527,location_2:Q8_feat2,2.4404787642823527,location_2,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   ",Scenario location,"Semi private places (resturants, coffee shop etc)"
639,location_3:Q8_feat2,2.2933618208255444,location_3,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   ",Scenario location,"Public (park, street etc)"
91,location_1:Q2_feat5,2.195167300428584,location_1,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario location,Home
433,Relationship_2:Q10_feat6,2.163179916317992,Relationship_2,Q10_feat6,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   ",Scenario relation,strong ties
281,Relationship_1:Q13_feat1,2.137452149915428,Relationship_1,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  ",Scenario relation,alone
530,location_2:Q7_feat2,2.0838719249829367,location_2,Q7_feat2,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))",Scenario location,"Semi private places (resturants, coffee shop etc)"
547,location_2:Q10_feat1,2.083152107099406,location_2,Q10_feat1,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"Through lights, vibrations  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
658,location_3:Q10_feat4,2.083152107099406,location_3,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  ,Scenario location,"Public (park, street etc)"
290,Relationship_1:Q2_feat3,2.083147867889255,Relationship_1,Q2_feat3,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",The modality of input (text- or voice-based) does not matter as long as I am able to use another application  ,Scenario relation,alone
100,location_1:Q1_feat7,2.022060001780468,location_1,Q1_feat7,Which of the following type of interactions would you like to use to perform this task?,The input modality does not matter to me  ,Scenario location,Home
615,location_3:Q10_feat2,2.0055891221130286,location_3,Q10_feat2,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through audio/voice based notifications/responses   ,Scenario location,"Public (park, street etc)"
92,location_1:Q1_feat1,1.9830999101150701,location_1,Q1_feat1,Which of the following type of interactions would you like to use to perform this task?,Voice-based interaction  ,Scenario location,Home
101,location_1:Q6_feat2,1.9830999101150701,location_1,Q6_feat2,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should prompt me for providing more information when instructions are unclear or missing.  ,Scenario location,Home
654,location_3:Q9_feat6,1.96652719665272,location_3,Q9_feat6,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,The level of assistance provided by a  device to help me understand its features while I am executing this task does not matter. ,Scenario location,"Public (park, street etc)"
542,location_2:Q9_feat6,1.96652719665272,location_2,Q9_feat6,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,The level of assistance provided by a  device to help me understand its features while I am executing this task does not matter. ,Scenario location,"Semi private places (resturants, coffee shop etc)"
317,Relationship_1:Q8_feat3,1.9206985575137288,Relationship_1,Q8_feat3,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Based on my current activities and surroundings device(s) should recommend  additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task) ",Scenario relation,alone
426,Relationship_2:Q12_feat3,1.9206985575137288,Relationship_2,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  ,Scenario relation,strong ties
177,Relationship_3:Q9_feat2,1.8900951681999685,Relationship_3,Q9_feat2,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,An interactive help/search menu that can answer my questions about the features of the device as I use them   ,Scenario relation,weak ties
159,Relationship_3:Q2_feat1,1.8900951681999685,Relationship_3,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario relation,weak ties
76,location_1:Q4_feat1,1.8698844266630372,location_1,Q4_feat1,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   ,Scenario location,Home
393,Relationship_2:Q13_feat1,1.8652205307773724,Relationship_2,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  ",Scenario relation,strong ties
531,location_2:Q3_feat1,1.8652205307773724,location_2,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
659,location_3:Q10_feat1,1.7599165723442407,location_3,Q10_feat1,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"Through lights, vibrations  ",Scenario location,"Public (park, street etc)"
529,location_2:Q7_feat3,1.7599165723442407,location_2,Q7_feat3,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,I should be able to control how device executes a task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
637,location_3:Q7_feat1,1.720021365619158,location_3,Q7_feat1,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,To be able to define who has access to my information  ,Scenario location,"Public (park, street etc)"
258,Relationship_1:Q3_feat3,1.7059470511712318,Relationship_1,Q3_feat3,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  ",Scenario relation,alone
144,Relationship_3:Q11_feat2,1.6325706994272826,Relationship_3,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario relation,weak ties
661,location_3:Q6_feat2,1.6017916786188842,location_3,Q6_feat2,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should prompt me for providing more information when instructions are unclear or missing.  ,Scenario location,"Public (park, street etc)"
142,Relationship_3:Q5_feat1,1.5987934278770115,Relationship_3,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario relation,weak ties
401,Relationship_2:Q9_feat2,1.5753812109727718,Relationship_2,Q9_feat2,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,An interactive help/search menu that can answer my questions about the features of the device as I use them   ,Scenario relation,strong ties
657,location_3:Q10_feat6,1.5732217573221758,location_3,Q10_feat6,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   ",Scenario location,"Public (park, street etc)"
102,location_1:Q11_feat3,1.5607159030651152,location_1,Q11_feat3,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"In case of no screen, the device(s) should provide me needed information as voice-based instructions",Scenario location,Home
663,location_3:Q9_feat4,1.5509856870134622,location_3,Q9_feat4,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  ,Scenario location,"Public (park, street etc)"
150,Relationship_3:Q11_feat1,1.5104264835444836,Relationship_3,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  ",Scenario relation,weak ties
208,Relationship_3:Q8_feat1,1.5019267210133411,Relationship_3,Q8_feat1,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Device(s) should be able to communicate with me through informal/human-like responses or notifications  ,Scenario relation,weak ties
391,Relationship_2:Q10_feat2,1.4873309604954412,Relationship_2,Q10_feat2,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through audio/voice based notifications/responses   ,Scenario relation,strong ties
585,location_3:Q4_feat3,1.4466304638119825,location_3,Q4_feat3,What aspects of mobility do you expect to have for performing this task?,Mobility of the device does not matter to me in this task,Scenario location,"Public (park, street etc)"
656,location_3:Q8_feat1,1.4466304638119825,location_3,Q8_feat1,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Device(s) should be able to communicate with me through informal/human-like responses or notifications  ,Scenario location,"Public (park, street etc)"
618,location_3:Q1_feat3,1.4466304638119825,location_3,Q1_feat3,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction with a digital pen/Stylus  ,Scenario location,"Public (park, street etc)"
664,location_3:Q3_feat6,1.3765690376569035,location_3,Q3_feat6,Which aspects of any of the device(s) would make it easier for you to use them for this task?,Ease of use does not hold any relevance for me with respect to this task  ,Scenario location,"Public (park, street etc)"
666,location_3:Q10_feat7,1.3765690376569035,location_3,Q10_feat7,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,The way in which a device provides feedback or responds to my actions does not matter to me  for this task,Scenario location,"Public (park, street etc)"
206,Relationship_3:Q9_feat6,1.3765690376569035,Relationship_3,Q9_feat6,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,The level of assistance provided by a  device to help me understand its features while I am executing this task does not matter. ,Scenario relation,weak ties
665,location_3:Q11_feat5,1.3765690376569035,location_3,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  ,Scenario location,"Public (park, street etc)"
107,location_1:Q2_feat2,1.3401940710406837,location_1,Q2_feat2,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through voice-based input ,Scenario location,Home
417,Relationship_2:Q7_feat3,1.2955577316834324,Relationship_2,Q7_feat3,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,I should be able to control how device executes a task  ,Scenario relation,strong ties
259,Relationship_1:Q9_feat1,1.2911101946342507,Relationship_1,Q9_feat1,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A tooltip that explains the functionality of a widget on the device  ,Scenario relation,alone
