,ResponseId,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4_feat1,Q4_feat3,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13_feat1,Q13_feat2,Q13_feat4,Smart_Phone_Q1_feat1,Smart_Phone_Q1_feat2,Smart_Phone_Q1_feat3,Smart_Phone_Q1_feat4,Smart_Phone_Q1_feat5,Smart_Phone_Q1_feat7,Smart_Phone_Q2_feat1,Smart_Phone_Q2_feat2,Smart_Phone_Q2_feat3,Smart_Phone_Q2_feat5,Smart_Phone_Q3_feat1,Smart_Phone_Q3_feat2,Smart_Phone_Q3_feat3,Smart_Phone_Q3_feat4,Smart_Phone_Q3_feat6,Smart_Phone_Q4_feat1,Smart_Phone_Q4_feat3,Smart_Phone_Q5_feat1,Smart_Phone_Q5_feat2,Smart_Phone_Q5_feat3,Smart_Phone_Q5_feat4,Smart_Phone_Q5_feat6,Smart_Phone_Q6_feat1,Smart_Phone_Q6_feat2,Smart_Phone_Q6_feat3,Smart_Phone_Q6_feat4,Smart_Phone_Q7_feat1,Smart_Phone_Q7_feat2,Smart_Phone_Q7_feat3,Smart_Phone_Q7_feat5,Smart_Phone_Q8_feat1,Smart_Phone_Q8_feat2,Smart_Phone_Q8_feat3,Smart_Phone_Q8_feat5,Smart_Phone_Q9_feat1,Smart_Phone_Q9_feat2,Smart_Phone_Q9_feat3,Smart_Phone_Q9_feat4,Smart_Phone_Q9_feat6,Smart_Phone_Q10_feat1,Smart_Phone_Q10_feat2,Smart_Phone_Q10_feat3,Smart_Phone_Q10_feat4,Smart_Phone_Q10_feat6,Smart_Phone_Q10_feat7,Smart_Phone_Q11_feat1,Smart_Phone_Q11_feat2,Smart_Phone_Q11_feat3,Smart_Phone_Q11_feat5,Smart_Phone_Q12_feat1,Smart_Phone_Q12_feat2,Smart_Phone_Q12_feat3,Smart_Phone_Q12_feat5,Smart_Phone_Q13_feat1,Smart_Phone_Q13_feat2,Smart_Phone_Q13_feat4,device_use,Q20,actual_use,scenario,raw_scenario,Location,Relationship,org_scenaio,location_1,location_2,location_3,Relationship_1,Relationship_2,Relationship_3
442,R_3nu6jRiMhhp07Yx,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5","1,4",0,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttolistentosomeaudiowhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
443,R_3p4gAyVzMqkYgDi,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"1,2,3,4,5,6","2,4",1,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttolistentosomeaudiowhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
444,R_1JXeOqIFGz3Cqpt,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",2,1,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttolistentosomeaudiowhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
445,R_2aXgUh02ILCXjPm,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,6",2,1,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttolistentosomeaudiowhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
446,R_xlvSzGoYl8DEleV,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,"1,2,3,4,5,6",2,1,Suppose you want to listen to some audio when you are with your close friends in a park.,Supposeyouwanttolistentosomeaudiowhenyouarewithyourclosefriendsinapark.,3,2,Suppose you want to listen to some audio when you are with your close friends in a park.,0,0,1,0,1,0
447,R_3FOibIxxLmO2Tl3,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"2,4,5,6","2,4",1,Suppose you want to listen to some audio when you are with your close friends in a park.,Supposeyouwanttolistentosomeaudiowhenyouarewithyourclosefriendsinapark.,3,2,Suppose you want to listen to some audio when you are with your close friends in a park.,0,0,1,0,1,0
448,R_1E6f9dlKtbbFYgH,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,"1,2,4",2,1,Suppose you want to listen to some audio when you are with your close friends in a park.,Supposeyouwanttolistentosomeaudiowhenyouarewithyourclosefriendsinapark.,3,2,Suppose you want to listen to some audio when you are with your close friends in a park.,0,0,1,0,1,0
449,R_110WDMlkvcZIXpK,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"1,2,3,4","2,4",1,Suppose you want to listen to some audio when you are with your close friends in a park.,Supposeyouwanttolistentosomeaudiowhenyouarewithyourclosefriendsinapark.,3,2,Suppose you want to listen to some audio when you are with your close friends in a park.,0,0,1,0,1,0
450,R_OdMqOAVrphwTHwd,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,"1,2,3,4",2,1,Suppose you want to listen to some audio when you are with your close friends in a park.,Supposeyouwanttolistentosomeaudiowhenyouarewithyourclosefriendsinapark.,3,2,Suppose you want to listen to some audio when you are with your close friends in a park.,0,0,1,0,1,0
451,R_3oYNz9c9Dju8oLG,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,4","2,4",1,Suppose you want to listen to some audio when you are with your close friends in a park.,Supposeyouwanttolistentosomeaudiowhenyouarewithyourclosefriendsinapark.,3,2,Suppose you want to listen to some audio when you are with your close friends in a park.,0,0,1,0,1,0
452,R_3RlLOtJ9hsNRHMK,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,"1,2,4,6","2,4",1,Suppose you want to listen to some audio when you are with your close friends in a park.,Supposeyouwanttolistentosomeaudiowhenyouarewithyourclosefriendsinapark.,3,2,Suppose you want to listen to some audio when you are with your close friends in a park.,0,0,1,0,1,0
453,R_1qVVOGlc7gX6tFF,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"1,2,4",2,1,Suppose you want to listen to some audio when you are with your close friends in a park.,Supposeyouwanttolistentosomeaudiowhenyouarewithyourclosefriendsinapark.,3,2,Suppose you want to listen to some audio when you are with your close friends in a park.,0,0,1,0,1,0
454,R_XBce7uEdCKJ0Djr,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"2,4,5,6",2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
455,R_1PaW7suoup0kcxr,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,"1,2,3,5,6",2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
456,R_3p4iBXpfNEErZMC,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",4,0,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
457,R_2uslSDRnwkF3zn0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4","2,4",1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
458,R_PLnSHfSjVNJslqN,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,"1,2,3,4,5,6",2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
459,R_RCFf4dzK57vPBcJ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"2,5,6",2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
460,R_r1tUC5WgfEeUJQR,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,4",2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
461,R_27EBnS1xwiR06Ng,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,"1,2,3,4,5,6","1,2,3,4",1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
462,R_247bYHcxgjgec8J,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,"1,2,3,4,5,6","1,2,3,4",1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
463,R_3QV5E8Ywq7MQmFr,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,"1,2,3,4,5,6","1,2",1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,SupposeyouareatsittingatStarbucksandyouwanttoplayadigital/onlinegame.,2,1,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,0,1,0,1,0,0
464,R_3ma7OnGb8tvGdfb,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,4,5,6",6,0,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
465,R_cVcEPSrKkWIElwd,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,4,5,6",6,0,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
466,R_PLFNCrnUBuMyGlP,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",6,0,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
467,R_1Cw39k6RiN3S9uo,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"1,2,3,4,5,6","2,6",1,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
468,R_bqhjftlHLRYMHMR,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,"1,2,3,4,5,6","2,6",1,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
469,R_1DYyG1YHV7dS4AN,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,"2,3,4",2,1,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
470,R_2YEskQDurWGp7hk,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,"1,2,3,4,5,6","2,6",1,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
471,R_6zYW6guMaS1NOSZ,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,"1,2,3,4,5,6",2,1,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
472,R_11XxpIgY1oNnsih,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",2,1,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
473,R_cGPQctLRTxL2qsN,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",2,1,Suppose you want to find a route to home while walking on a street with your close friends.,Supposeyouwanttofindaroutetohomewhilewalkingonastreetwithyourclosefriends.,3,2,Suppose you want to find a route to home while walking on a street with your close friends.,0,0,1,0,1,0
474,R_1rdbZnpP0aNdrlQ,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,"2,4,5,6",2,1,"Suppose you want to find a route to home when you are at Starbucks with people you know (e.g., acquaintances, colleagues).","SupposeyouwanttofindaroutetohomewhenyouareatStarbuckswithpeopleyouknow(e.g.,acquaintances,colleagues).",2,3,"Suppose you want to find a route to home when you are at Starbucks with people you know (e.g., acquaintances, colleagues).",0,1,0,0,0,1
